snes-01630	Did a Second Gunman Shoot From the Fourth Floor of the Mandalay Bay Hotel?	false	https://www.snopes.com/fact-check/second-gunman-shoot-fourth-floor-mandalay-bay/	None	Uncategorized	None	Bethania Palma	None	Did a Second Gunman Shoot From the Fourth Floor of the Mandalay Bay Hotel?	3 October 2017	None	['None']
snes-04998	Chobani CEO Hamdi Ulukaya vowed to "drown the United States in Muslims" and is "importing them to Idaho 300 at a time to work in his factory."	mostly false	https://www.snopes.com/fact-check/chobani-ceo-importing-300-muslim-refugees-per-month/	None	Uncategorized	None	Kim LaCapria	None	Chobani CEO Importing 300 Muslim Refugees per Month	28 March 2016	None	['United_States', 'Idaho']
snes-02697	Boiling the same water twice will make your water dangerous to drink.	mostly false	https://www.snopes.com/fact-check/never-boil-water-twice/	None	Science	None	Alex Kasprak	None	Is Twice-Boiled Water “Toxic”?	12 November 2015	None	['None']
snes-00695	Was Hillary Clinton Killed During an FBI Raid?	false	https://www.snopes.com/fact-check/hillary-clinton-killed-fbi-raid/	None	Junk News	None	David Mikkelson	None	Was Hillary Clinton Killed During an FBI Raid?	30 April 2018	None	['None']
snes-03964	The state of Wisconsin banned all FoodShare/EBT programs through 2019 due to budgetary concerns.	false	https://www.snopes.com/fact-check/wi-to-eliminate-food-assistance/	None	Junk News	None	Kim LaCapria	None	Wisconsin to Eliminate All Food Assistance Programs Through 2019	23 September 2016	None	['Wisconsin']
snes-02797	Bill Gates has openly admitted that vaccinations are designed so that governments can depopulate the world.	false	https://www.snopes.com/fact-check/bill-gates-vaccinations-depopulation/	None	Science	None	Alex Kasprak	None	Did Bill Gates Admit Vaccinations Are Designed So Governments Can Depopulate the World?	10 March 2017	None	['None']
snes-02479	Was Stephen Colbert Fired After One Phone Call from President Trump?	false	https://www.snopes.com/fact-check/stephen-colbert-fired/	None	Junk News	None	Kim LaCapria	None	Was Stephen Colbert Fired After One Phone Call from President Trump?	8 May 2017	None	['None']
snes-02625	A "gay sex predator" sodomized two burglars after they broke into his home.	false	https://www.snopes.com/fact-check/two-burglars-predator/	None	Junk News	None	Dan Evon	None	Two Burglars Sodomized for Five Straight Days?	7 October 2016	None	['None']
snes-05505	Mexican drug cartel leader Joaquin "El Chapo" Guzman has threatened to wage war against ISIS.	false	https://www.snopes.com/fact-check/el-chapo-threatens-isis/	None	Junk News	None	Dan Evon	None	FALSE: El Chapo Threatens ISIS	10 December 2015	None	['Mexico', 'Sinaloa_Cartel']
snes-01031	Is This a Wall Around Nancy Pelosi's Home?	false	https://www.snopes.com/fact-check/is-this-a-wall-around-nancy-pelosis-home/	None	Politics	None	Dan Evon	None	Is This a Wall Around Nancy Pelosi’s Home?	12 February 2018	None	['None']
snes-05658	Pittsburgh Pirates pitcher Dock Ellis hurled a no-hitter while under the influence of LSD.	true	https://www.snopes.com/fact-check/dock-ellis-lsd-nohitter/	None	Sports	None	David Mikkelson	None	Did Dock Ellis Pitch a No-Hitter on LSD?	9 June 2003	None	['Pittsburgh_Pirates', 'Dock_Ellis']
snes-03834	Monica Lewinsky has announced she's voting for Hillary Clinton.	false	https://www.snopes.com/fact-check/monica-lewinsky-voting-for-hillary-clinton/	None	Junk News	None	David Mikkelson	None	Monica Lewinsky Says She Is Voting for Hillary Clinton	10 October 2016	None	['Monica_Lewinsky', 'Hillary_Rodham_Clinton']
snes-02229	The city of Richmond is evicting low-income residents to decrease the municipal poverty rate.	false	https://www.snopes.com/fact-check/richmond-relocation-poverty/	None	Junk News	None	David Mikkelson	None	Richmond Begins Mass Relocation of Low Income Blacks to Decrease City Poverty Rate?	11 June 2017	None	['None']
snes-02487	Was a Popeye's Worker Caught Lacing Chicken with Cocaine to Boost Sales?	false	https://www.snopes.com/fact-check/popeyes-manager-chicken-cocaine/	None	Junk News	None	Kim LaCapria	None	Popeyes Manager Arrested for Dipping Chicken in Cocaine?	5 May 2017	None	['None']
snes-00072	In a 1996 foreclosure case, Judge Martha Kavanaugh ruled against Ralph and Paula Blasey, thus providing motive for revenge for their daughter Christine against Judge Kavanaugh's son Brett, a Supreme Court nominee in 2018.	false	https://www.snopes.com/fact-check/brett-kavanaugh-foreclosure-accuser-parents/	None	Politics	None	Dan MacGuill	None	Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser, Christine Blasey-Ford?	17 September 2018	None	['None']
snes-03019	Tent Shady	false	https://www.snopes.com/fact-check/police-burn-standing-rock-camp/	None	Junk News	None	Kim LaCapria	None	Did Police Raid and Burn a Standing Rock Protest Camp?	2 February 2017	None	['None']
snes-06330	Photograph shows President Obama "desecrating" the Oval Office by unprecedentedly placing his feet on his desk.	mixture	https://www.snopes.com/fact-check/desk-job/	None	Politicians	None	David Mikkelson	None	Photograph Shows President Obama with His Feet on Oval Office Desk?	11 February 2010	None	['Barack_Obama', 'Oval_Office']
snes-00882	Does Christina Hagan's Campaign Ad Show the Mexico-United States Border?	false	https://www.snopes.com/fact-check/hagan-ad-mexico-us-border/	None	Politics	None	Arturo Garcia	None	Does Christina Hagan’s Campaign Ad Show the Mexico-United States Border?	16 March 2018	None	['None']
snes-01889	In 1858, Lincoln expressed his opposition to racial equality and asserted the superiority of white people.	true	https://www.snopes.com/fact-check/did-lincoln-racism-equality-oppose/	None	History	None	Dan MacGuill	None	Did Abraham Lincoln Express Opposition to Racial Equality?	16 August 2017	None	['None']
snes-00436	In June 2018, members of the United Methodist Church brought church charges, including child abuse, against Attorney General Jeff Sessions.	true	https://www.snopes.com/fact-check/methodists-jeff-sessions-child-abuse-immigration/	None	Politics	None	Dan MacGuill	None	Did Methodists Bring Church Charges Against Jeff Sessions?	20 June 2018	None	['United_Methodist_Church', 'Jeff_Sessions']
snes-00158	Are Texts Saying 'A Friend Has Complimented You in IRL' Linked to Sex Trafficking?	false	https://www.snopes.com/fact-check/irl-texts-trafficking/	None	Crime	None	Dan Evon	None	Are Texts Saying ‘A Friend Has Complimented You in IRL’ Linked to Sex Trafficking?	28 August 2018	None	['None']
snes-04111	Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.	false	https://www.snopes.com/fact-check/unsold-cars/	None	Automobiles	None	David Mikkelson	None	Where the World’s Unsold Cars Go to Die	17 May 2014	None	['None']
snes-05970	Costco Gift Card/Coupon	scam	https://www.snopes.com/fact-check/facebook-costco-voucher/	None	Inboxer Rebellion	None	David Mikkelson	None	Costco Gift Card/Coupon Scam	12 March 2012	None	['None']
snes-01887	A group of anti-fascists attacked and stabbed a man outside his home in Vermont for not condemning a local white nationalist.	unproven	https://www.snopes.com/fact-check/did-antifa-stab-vermont-man/	None	Uncategorized	None	Arturo Garcia	None	Did ‘Antifa’ Stab a Vermont Man for Not Condemning a Nazi?	16 August 2017	None	['None']
snes-01673	The actor Nora Kirkpatrick "played" a victim as part of a fake terrorist bomb attack at Parsons Green in London.	false	https://www.snopes.com/fact-check/parsons-green-london-bomb-hoax/	None	Politics	None	Dan MacGuill	None	Did an American Actor Take Part in a London Bomb Attack ‘Hoax’?	22 September 2017	None	['London']
snes-02339	Donald Trump reinstated a day of commemoration for fallen police, which had been cancelled by Barack Obama	false	https://www.snopes.com/fact-check/memorial-day-police-trump-obama/	None	Junk News	None	Dan MacGuill	None	Did President Trump ‘Reinstate’ a Memorial Day for Police Officers, Cancelled by Obama?	26 May 2017	None	['None']
snes-01698	Hobby Lobby came "under fire" by liberals for using cotton in their home decor products.	unproven	https://www.snopes.com/fact-check/hobby-lobby-cotton/	None	Racial Rumors	None	Kim LaCapria	None	Are ‘Liberals’ Getting Offended over Hobby Lobby’s Cotton Decor?	20 September 2017	None	['None']
snes-06113	The greeting "Hello" entered the language because it was the surname of Alexander Graham Bell's girlfriend.	false	https://www.snopes.com/fact-check/the-hello-girl/	None	Language	None	David Mikkelson	None	The Hello Girl	15 March 2014	None	['None']
snes-01994	A Chinese man named Li Ching-Yuen lived to be 256 years old.	unproven	https://www.snopes.com/fact-check/li-ching-yuen/	None	Inboxer Rebellion	None	David Mikkelson	None	Li Ching-Yuen: 256-Year-Old Man?	28 February 2013	None	['China']
snes-04143	The Red Cross banned prayer in all disaster shelters, even those in churches.	false	https://www.snopes.com/fact-check/red-cross-bans-prayer-at-shelters-even-in-churches/	None	Politics	None	Kim LaCapria	None	Red Cross Bans Prayer at Shelters, Even in Churches?	30 August 2016	None	['None']
snes-04171	A photograph shows two motorcyclists on a beach protesting a 2016 burkini ban in France.	false	https://www.snopes.com/fact-check/motorcyclists-protest-burkini-ban/	None	Fauxtography	None	Dan Evon	None	Motorcyclists Protest Burkini Ban	26 August 2016	None	['France']
snes-01054	An explosion at Al Franken's Montana ranch killed six people.	false	https://www.snopes.com/fact-check/explosion-al-frankens-montana-ranch-kill-6-people/	None	Junk News	None	Dan Evon	None	Did an Explosion at Al Franken’s Montana Ranch Kill 6 People?	7 February 2018	None	['Montana', 'Al_Franken']
snes-01278	Did Melania Trump Wear Shower Curtains?	false	https://www.snopes.com/fact-check/melania-trump-wore-shower-curtains/	None	Fauxtography	None	Dan Evon	None	Did Melania Trump Wear Shower Curtains?	2 January 2018	None	['None']
snes-01213	A Ghanaian immigrant and United States Army private named Emmanuel Mensah died after saving multiple lives in a Bronx apartment building fire.	true	https://www.snopes.com/fact-check/emmanuel-mensahs-final-act-heroism/	None	Politics	None	Alex Kasprak	None	Emmanuel Mensah’s Final Act of Heroism	12 January 2018	None	['The_Bronx', 'United_States_Army', 'Ghana']
snes-00654	"Love bugs" are the result of a genetic experiment gone wrong at the University of Florida.	false	https://www.snopes.com/fact-check/love-bugs-origins/	None	Critter Country	None	Snopes Staff	None	Are Love Bugs the Result of an Experiment Gone Wrong?	5 May 2018	None	['None']
snes-00974	School walkouts and protests are planned in response to the Parkland school shooting on 14 February 2018, which killed seventeen people.	true	https://www.snopes.com/fact-check/school-walkout-rumors-parkland-shooting/	None	Politics	None	Kim LaCapria	None	Is a School Walkout Planned in Response to the Parkland Mass Shooting?	22 February 2018	None	['None']
snes-03802	An aircraft carrier unknowingly attempted to bully a lighthouse into moving out of its way.	false	https://www.snopes.com/fact-check/the-obstinate-lighthouse/	None	Uncategorized	None	Snopes Staff	None	The Obstinate Lighthouse	10 September 1999	None	['None']
snes-03569	A photograph shows a group of buses that were used to ship in paid anti-Trump protesters to Austin, Texas.	false	https://www.snopes.com/fact-check/anti-trump-protesters-bused-into-austin/	None	Uncategorized	None	Dan Evon	None	Anti-Trump Protesters Bused Into Austin, Chicago	11 November 2016	None	['Texas', 'Austin,_Texas']
snes-02112	An essay outlines the fates of the signers of the Declaration of Independence.	mixture	https://www.snopes.com/fact-check/the-price-they-paid/	None	History	None	David Mikkelson	None	The Price They Paid	28 June 2005	None	['None']
snes-02603	A convicted pedophile rapist was caught using a clown costume to hide in a child's room.	false	https://www.snopes.com/fact-check/rapist-clown-costume/	None	Junk News	None	Dan Evon	None	Did a Babysitter Discover a ‘Clown Doll’ in a Child’s Room Was a Real Person?	11 December 2015	None	['None']
snes-03143	Cone-shaped skulls found in Latin America are of alien, not human, origin.	false	https://www.snopes.com/fact-check/elongated-skulls-found-peru-aliens/	None	Viral Phenomena	None	Bethania Palma	None	Elongated Skulls Found in Peru Could Be Aliens?	13 January 2017	None	['Latin_America']
snes-01802	The Red Cross gave out meager and unappetizing meals to Louisiana flood victims.	mixture	https://www.snopes.com/fact-check/red-cross-meals-louisiana/	None	Viral Phenomena	None	David Emery	None	Red Cross Served ‘Unacceptable’ Meals to Louisiana Flood Victims?	6 September 2016	None	['Louisiana', 'International_Red_Cross_and_Red_Crescent_Movement']
snes-02680	Crayola to Retire 'Dandelion' Colored Crayon Due to White House Pressure?	mostly false	https://www.snopes.com/fact-check/crayola-retire-dandelion-crayon/	None	Junk News	None	David Emery	None	Crayola to Retire ‘Dandelion’ Colored Crayon Due to White House Pressure?	5 April 2017	None	['None']
snes-02535	Wisconsin Republican Paul Ryan is going to be replaced as Speaker of the House.	unproven	https://www.snopes.com/fact-check/paul-ryan-out-speaker-house/	None	Uncategorized	None	Bethania Palma	None	Is Paul Ryan ‘Out’ as Speaker of the House?	26 April 2017	None	['Paul_Ryan', 'Wisconsin']
snes-00617	First Lady Melania Trump recent "hit" her husband with a "shocking announcement."	false	https://www.snopes.com/fact-check/melania-hit-donald-trump-shocking-announcement/	None	Junk News	None	David Mikkelson	None	Did Melania Hit Donald Trump with a ‘Shocking Announcement He Never Saw Coming’?	10 May 2018	None	['None']
snes-00704	Hillary Clinton used a hammer to smash her mobile phone during an FBI investigation.	mixture	https://www.snopes.com/fact-check/hillary-clinton-smash-phone-hammer/	None	Politics	None	Bethania Palma	None	Did Hillary Clinton Smash Her Phone with a Hammer?	27 April 2018	None	['Federal_Bureau_of_Investigation']
snes-05460	Access to web sites operated by the campaign of candidate Bernie Sanders is blocked on some military bases.	unproven	https://www.snopes.com/fact-check/bernie-sanders-site-blocked-military-bases/	None	Politicians	None	Kim LaCapria	None	Bernie Sanders’ Site Blocked on Military Bases?	21 December 2015	None	['Bernie_Sanders']
snes-04682	Fox News contributor Michelle Fields said that "we shouldn't just give money to people simply because they are old."	true	https://www.snopes.com/fact-check/michelle-fields-on-social-security/	None	Questionable Quotes	None	Kim LaCapria	None	Michelle Fields on Social Security	1 June 2016	None	['None']
snes-00234	A "sharia zone" in Michigan's 109th congressional district has issued edicts banning bacon and requiring the wearing of burqas in public.	false	https://www.snopes.com/fact-check/michigan-sharia-zone-banned-bacon/	None	Junk News	None	David Emery	None	Has a Michigan ‘Sharia Zone’ Banned Bacon and Required the Wearing of Burqas in Public?	10 August 2018	None	['Michigan']
snes-00034	A brewery worker contaminated Dragon Soop products with HIV-infected blood.	false	https://www.snopes.com/fact-check/dragon-soop-production-rumor/	None	Junk News	None	David Mikkelson	None	Are Dragon Soop Beverages Contaminated with HIV?	1 October 2018	None	['None']
snes-04142	An online coupon offers shoppers $90 off any purchase in a Food Lion grocery store.	false	https://www.snopes.com/fact-check/food-lion-coupon/	None	Fraud & Scams	None	Bethania Palma	None	Food Lion $90 Coupon	30 August 2016	None	['None']
snes-00558	The Snapchat channel "Cosmo After Dark" features pornography and will be shown to children as young as 13.	mostly false	https://www.snopes.com/fact-check/will-cosmo-after-dark-show-porn/	None	Technology	None	Dan Evon	None	Will Snapchat’s ‘Cosmo After Dark’ Channel Show Pornography to Children?	23 May 2018	None	['None']
snes-02849	Time Warner Cable Declines to Renew CNN's Contract?	false	https://www.snopes.com/fact-check/time-warner-decline-cnn/	None	Junk News	None	Dan Evon	None	Time Warner Cable Declines to Renew CNN’s Contract?	2 March 2017	None	['None']
snes-02459	California's governor is under investigation for possible corruption.	false	https://www.snopes.com/fact-check/jerry-brown-investigation/	None	Junk News	None	Arturo Garcia	None	Is California Governor Jerry Brown ‘Caught in the Middle’ of a Corruption Investigation?	9 May 2017	None	['California']
snes-01842	Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.	false	https://www.snopes.com/fact-check/enormous-pyramids-just-discovered-in-antarctica/	None	Science	None	Alex Kasprak	None	Were Enormous Pyramids Just Discovered In Antarctica?	24 August 2017	None	['Google_Earth']
snes-05240	Levi's jeans' famous "two horse" logo represents a slave's being killed.	false	https://www.snopes.com/fact-check/levis-logo/	None	Viral Phenomena	None	Dan Evon	None	Is the Levi’s Logo Racist?	9 February 2016	None	['None']
snes-02588	President Trump's second wife, Marla Maples, died in a plane crash in April 2017.	false	https://www.snopes.com/fact-check/marla-maples-plane-crash/	None	Junk News	None	Kim LaCapria	None	Did Marla Maples Die in a Plane Crash?	18 April 2017	None	['None']
snes-05726	A university medical school will pay you upwards of $50,000 for the donation of a testicle.	false	https://www.snopes.com/fact-check/sell-testicles/	None	College	None	David Mikkelson	None	Can You Sell a Testicle for $35,000 to $50,000?	30 June 2011	None	['None']
snes-03119	Did a 'Quick-Thinking' Mom Save Her Family by Performing a Sex Act on a Robber?	false	https://www.snopes.com/fact-check/quick-thinking-mom-saves-family/	None	Junk News	None	Kim LaCapria	None	Did a ‘Quick-Thinking’ Mom Save Her Family by Performing a Sex Act on a Robber?	18 January 2017	None	['None']
snes-00844	Organizers working for billionaire George Soros ran Craigslist ads offering $300 each to individuals participating in the 24 March 2018 "March for Our Lives" protests.	false	https://www.snopes.com/fact-check/soros-paid-march-for-our-lives-protesters/	None	Conspiracy Theories	None	David Emery	None	Did George Soros Pay ‘March for Our Lives’ Protesters $300 Each?	26 March 2018	None	['George_Soros']
snes-04250	A young woman named Elisa Lam disappeared under mysterious circumstances in Los Angeles, her body later found in a hotel's water tank.	true	https://www.snopes.com/fact-check/death-of-elisa-lam/	None	Horrors	None	David Mikkelson	None	The Strange Death of Elisa Lam	17 November 2014	None	['Los_Angeles']
snes-00633	Did Melania Trump Plagiarize a Pamphlet for the ‘Be Best’ Campaign?	mostly false	https://www.snopes.com/fact-check/did-melania-trump-plagiarize-pamphlet/	None	Politics	None	Dan Evon	None	Did Melania Trump Plagiarize a Pamphlet for the ‘Be Best’ Campaign?	8 May 2018	None	['None']
snes-05707	Yoko Ono confirmed that she had an affair with Hillary Clinton in the 1970s.	false	https://www.snopes.com/fact-check/yoko-pro-bono/	None	Media Matters	None	David Mikkelson	None	Yoko Ono: ‘I Had An Affair with Hillary Clinton in the ’70s’	11 May 2015	None	['Hillary_Rodham_Clinton', 'Yoko_Ono']
snes-00236	Does This Photograph Show ICE Arresting Small Children?	miscaptioned	https://www.snopes.com/fact-check/ice-arresting-children-photo/	None	Fauxtography	None	Bethania Palma	None	Does This Photograph Show ICE Arresting Small Children?	10 August 2018	None	['None']
snes-02207	A photographer used sixteen cameras and waited 62 days to capture an image of the full moon above a sunset.	false	https://www.snopes.com/fact-check/sun-full-moon/	None	Fauxtography	None	Dan Evon	None	Sun and Full Moon Between Two Trees?	14 June 2017	None	['None']
snes-05448	An asteroid will hit earth on Christmas Eve.	false	https://www.snopes.com/fact-check/asteroid-christmas-eve/	None	Politics	None	Dan Evon	None	An Asteroid Will Not “Cause Disaster” on Christmas Eve	23 December 2015	None	['None']
snes-04414	President Obama signed an executive order to pay reparations to African-Americans.	false	https://www.snopes.com/fact-check/obama-reparations-executive-order/	None	Junk News	None	Dan Evon	None	Obama Signs Executive Order to Pay Partial Reparations to African-Americans	20 July 2016	None	['Barack_Obama', 'African_American']
snes-01180	Did a 'Direct Energy Weapon' Strike Michigan?	false	https://www.snopes.com/fact-check/did-energy-weapon-strike-michigan/	None	Fauxtography	None	Dan Evon	None	Did a ‘Direct Energy Weapon’ Strike Michigan?	18 January 2018	None	['None']
snes-06401	The derisive title of one of George Bernard Shaw's plays was changed after it wreaked havoc on theater attendance.	true	https://www.snopes.com/fact-check/closed-for-remodeling/	None	Lost Legends	None	David Mikkelson	None	Closed For Remodeling	20 July 1999	None	['None']
snes-05329	Photograph shows a man caring for an elephant whose mother had been killed by poachers.	miscaptioned	https://www.snopes.com/fact-check/baby-elephant-poacher/	None	Fauxtography	None	David Mikkelson	None	MISCAPTIONED: Baby Elephant Talk	22 January 2016	None	['None']
snes-05968	Congress is "moving to appoint Barack Obama to a third term" in 2016	false	https://www.snopes.com/fact-check/terms-of-service/	None	Politicians	None	David Mikkelson	None	Terms of Service	12 October 2014	None	['Barack_Obama', 'United_States_Congress']
snes-01888	As of August 2017, members of the public could potentially gain compensation as part of a class action lawsuit against major cruise companies.	true	https://www.snopes.com/fact-check/cruise-ship-lawsuit/	None	Business	None	Dan MacGuill	None	Is There a Class Action Lawsuit for People Who Got Robocalls From Cruise Companies?	16 August 2017	None	['None']
snes-03303	Former New York City mayor Rudy Giuliani was suspended from Twitter after sending messages about Pizzagate.	false	https://www.snopes.com/fact-check/rudy-giuliani-banned-from-twitter-for-pizzagate-tweets/	None	Politicians	None	Dan Evon	None	‘Rudy Giuliani’ Banned From Twitter for Pizzagate Tweets	20 December 2016	None	['Rudy_Giuliani', 'New_York_City']
snes-04781	Former Subway spokesman Jared Fogle was released from prison and placed on house arrest due to overcrowding.	false	https://www.snopes.com/fact-check/jared-fogle-released-due-to-overcrowding/	None	Uncategorized	None	Kim LaCapria	None	Jared Fogle Released Due to Overcrowding?	10 May 2016	None	['None']
snes-00168	In August 2018, "researchers" provided a "warning" about the spread of the "flesh-eating STD" donovanosis.	mixture	https://www.snopes.com/fact-check/flesh-eating-std/	None	Medical	None	Dan MacGuill	None	Have Researchers Warned About the Resurgence of a ‘Flesh-Eating STD’?	27 August 2018	None	['None']
snes-06072	Photographs show an infant Egyptian girl with a second head.	true	https://www.snopes.com/fact-check/manar-maged/	None	Fauxtography	None	David Mikkelson	None	Do These Photographs Show a Girl with a Second Head?	19 February 2005	None	['Egypt']
snes-05034	A photograph captures President Obama pointing at a nude painting of Donald Trump.	false	https://www.snopes.com/fact-check/obama-pointing-trump-painting/	None	Uncategorized	None	Dan Evon	None	No Nudes Is Good Nudes	22 March 2016	None	['Barack_Obama', 'Donald_Trump']
snes-04358	Getting hit in the testicles is hundreds of times more painful than labor or childbirth.	false	https://www.snopes.com/fact-check/getting-hit-in-the-testicles-doesnt-measure-9000-del-units-of-pain/	None	Uncategorized	None	Dan Evon	None	Testicular Blow Is Exponentially More Painful Than Childbirth	28 July 2016	None	['None']
snes-00589	The Ku Klux Klan held a march and rally at the 1924 Democratic National Convention, which was thereafter popularly known as the "Klanbake."	false	https://www.snopes.com/fact-check/klanbake-1924-democratic-convention/	None	History	None	David Emery	None	Did the Ku Klux Klan March at the 1924 Democratic National Convention?	15 May 2018	None	['Ku_Klux_Klan', '1924_Democratic_National_Convention', 'Democratic_National_Convention']
snes-00077	Was the Appointment of Dr. Jerome Adams as Surgeon General Ignored by the Press?	false	https://www.snopes.com/fact-check/adams-surgeon-general-ignored/	None	Politics	None	David Mikkelson	None	Was the Appointment of Dr. Jerome Adams as Surgeon General Ignored by the Press?	17 September 2018	None	['None']
snes-02094	A photograph shows a clump of tick eggs found along an outdoor path.	false	https://www.snopes.com/fact-check/tick-eggs-photograph/	None	Critter Country	None	David Mikkelson	None	Tick Eggs Photograph	15 April 2015	None	['None']
snes-01495	Pins, needles, and razor blades have been found in trick-or-treaters' loot.	true	https://www.snopes.com/fact-check/pins-and-needles/	None	Horrors	None	Snopes Staff	None	Pins and Needles in Halloween Candy	2 November 2000	None	['None']
snes-02929	Did Ben &amp; Jerry's Create an 'ImPeachMint' Flavored Ice Cream for President Trump?	false	https://www.snopes.com/fact-check/ben-jerrys-impeachmint-ice-cream/	None	Fauxtography	None	Dan Evon	None	Did Ben & Jerry’s Create an ‘ImPeachMint’ Flavored Ice Cream for President Donald Trump?	15 February 2017	None	['None']
snes-01183	Ronald Reagan, who was diagnosed with Alzheimer's Disease five years after he left the presidency, was actually suffering from the disease while he was in office.	unproven	https://www.snopes.com/fact-check/ronald-reagan-alzheimers-disease/	None	History	None	David Emery	None	Did Ronald Reagan Have Alzheimer’s Disease While in Office?	18 January 2018	None	['Ronald_Reagan']
snes-03466	Three Wisconsin counties admit to fixing the vote in favor of Donald Trump.	false	https://www.snopes.com/fact-check/three-wisconsin-counties-admit-they-padded-votes-for-trump/	None	Ballot Box	None	Bethania Palma	None	Three Wisconsin Counties ‘Admit’ They Padded Votes for Trump?	28 November 2016	None	['Wisconsin', 'Donald_Trump']
snes-05438	The JC Penney Portrait Studio in Fairview Heights, Illinois refused to take a photo with an American flag because it "went against their belief."	mixture	https://www.snopes.com/fact-check/jc-penney-fairview-heights-flag-controversy/	None	Politics	None	Kim LaCapria	None	JC Penney Fairview Heights Flag Controversy	29 December 2015	None	['United_States', 'Illinois']
snes-02619	Various restaurants around the world were shut down for serving for serving human meat.	false	https://www.snopes.com/fact-check/restaurant-serving-human-meat/	None	Junk News	None	Dan Evon	None	Restaurant Shut Down for Serving Human Meat?	15 March 2017	None	['None']
snes-02571	Rocker Ted Nugent evaded the draft in the 1960s by taking drugs and acting crazy.	unproven	https://www.snopes.com/fact-check/the-artful-dodger/	None	Uncategorized	None	David Mikkelson	None	Ted Nugent Dodged the Draft?	20 April 2012	None	['None']
snes-00552	Is the Navy Naming a Ship ‘USS Tig Ol Bitties’ After an Online Vote?	false	https://www.snopes.com/fact-check/is-navy-naming-tig-ol-bitties/	None	Junk News	None	Dan Evon	None	Is the Navy Naming a Ship ‘USS Tig Ol Bitties’ After an Online Vote?	24 May 2018	None	['None']
snes-00480	Snopes.com ignored reports of a large child trafficking ring bust in Arizona.	false	https://www.snopes.com/fact-check/did-we-ignore-huge-trafficking-bust/	None	Politics	None	Brooke Binkowski	None	Did Snopes.com Ignore a Huge Child Trafficking Bust in Arizona?	11 June 2018	None	['Arizona']
snes-03385	In 2016, Speaker Paul Ryan said free lunches gave children a "full stomach" but left them with an "empty soul."	mostly false	https://www.snopes.com/fact-check/paul-ryan-said-free-lunches-give-children-empty-souls/	None	Politics	None	Kim LaCapria	None	Paul Ryan Said Free Lunches Give Children ‘Empty Souls’?	9 December 2016	None	['None']
snes-05642	A duck's quack doesn't echo, and no one knows why.	false	https://www.snopes.com/fact-check/ducking-the-question/	None	Critter Country	None	David Mikkelson	None	Duck’s Quacks Don’t Echo?	19 July 1999	None	['None']
snes-04248	Sharia law has been established in a jurisdiction in Texas.	false	https://www.snopes.com/fact-check/allah39s-cowboys/	None	Uncategorized	None	David Mikkelson	None	Sharia Law Established in Texas	27 January 2015	None	['Texas']
snes-02818	Did Barack Obama Meet with Malcolm X and Martin Luther King, Jr.?	false	https://www.snopes.com/fact-check/obama-malcolm-x-king/	None	Fauxtography	None	Dan Evon	None	Did Barack Obama Meet with Malcolm X and Martin Luther King, Jr.?	7 March 2017	None	['Malcolm_X', 'Martin_Luther_King,_Jr.']
snes-04513	A video shows a man angrily renouncing his faith on Egyptian national television.	false	https://www.snopes.com/fact-check/arab-guy-renouncing-faith-television/	None	Fauxtography	None	Dan Evon	None	‘Arab Guy’ Renounces Faith on Egyptian Television?	5 July 2016	None	['Egypt']
snes-00229	Does This Graphic Accurately Show ‘Trump and Obama by the Numbers’?	mixture	https://www.snopes.com/fact-check/trump-and-obama-by-the-numbers/	None	Fauxtography	None	Dan Evon	None	Does This Meme Accurately Show ‘Trump and Obama by the Numbers’?	13 August 2018	None	['Barack_Obama']
snes-05121	An official statement warns anglers about copperhead snakes living inside of fish.	false	https://www.snopes.com/fact-check/copperhead-snake-angler-warning/	None	Fauxtography	None	Dan Evon	None	No, Copperhead Snakes Aren’t Living Inside Fish Mouths	3 March 2016	None	['None']
snes-05401	A photograph shows an abandoned submarine in a desert.	false	https://www.snopes.com/fact-check/abandoned-submarine-photo/	None	Fauxtography	None	Dan Evon	None	FALSE: Submarine Abandoned in Desert	7 January 2016	None	['None']
snes-04965	Visitors to Hollywood's Walk of Fame regularly defecate on Donald Trump's star.	false	https://www.snopes.com/fact-check/donald-trumps-hollywood-star/	None	Uncategorized	None	Kim LaCapria	None	Are People Pooping on Donald Trump’s Hollywood Star?	4 April 2016	None	['Hollywood_Walk_of_Fame', 'Donald_Trump']
snes-04016	Chelsea Clinton's home is actually a medical care facility for Hillary Clinton in order to more effectively hide and treat her health problems.	false	https://www.snopes.com/fact-check/chelsea-clintons-apartment-is-actually-a-hospital/	None	Conspiracy Theories	None	Brooke Binkowski	None	Chelsea Clinton’s Apartment Houses a Secret Hospital	16 September 2016	None	['Chelsea_Clinton', 'Hillary_Rodham_Clinton']
snes-04264	Donald Trump lamented that the news media are biased for accurately reporting his words and actions.	false	https://www.snopes.com/fact-check/trump-blasts-media-for-reporting-things-he-says/	None	Junk News	None	Kim LaCapria	None	Trump Blasts Media for Reporting Things He Says	11 August 2016	None	['None']
